Myosin	Myosin_head	1.1	3	GA	Myo	myo
Insulin	Insulin,Ins_beta	1.1	3	GA	betacells	bet
KH	KH_1,KH_2,KH_4,KH_5,KH_6,KH_7,KH_8,KH_9,MOEP19	1.2	3	GA	RBP	rbp
